Customer Name,Customer Address,Product Name,Color,Material,Category,Total Quantity Sold,Inventory (Stock),Price (Before GST),GST Amount,Discount (%),Profit,Total Price (With GST),Transaction Date,Year,Month,Day
Mitali Sodhi,"Narela, Delhi - 110012",Cupboard,Red,Wood,Cupboard,1,19,19090,592,15,6638,16729.7,2021-04-16,2021,4,16
Vidhi Pingle,"Saket, Delhi - 110055",Cupboard,Blue,Glass,Cupboard,5,23,31343,4199,5,4144,33764.9,2024-02-05,2024,2,5
Yuvraj Boase,"Dwarka, Delhi - 110093",Sofa,Blue,Wood,Sofa,10,22,33684,3692,5,7971,35507.2,2022-10-24,2022,10,24
Maanav Jha,"Pranshant Vihar, Delhi - 110034",Cooler,White,Board,Cooler,1,11,41651,3550,15,9966,38420.85,2023-02-24,2023,2,24
Osha Dey,"Narela, Delhi - 110026",Sofa,Grey,Wood,Sofa,10,25,49201,2551,5,3382,49164.4,2024-09-29,2024,9,29
Qasim Gopal,"Singhu Border, Delhi - 110081",Dressing Table,Yellow,Board,Dressing Table,9,12,40445,3209,15,6514,37105.9,2023-04-02,2023,4,2
Aishani Sankar,"Janakpuri, Delhi - 110012",Dressing Table,Brown,Plastic,Dressing Table,4,18,42150,3354,5,6676,43228.8,2023-07-07,2023,7,7
Shaurya Khanna,"Dwarka, Delhi - 110025",Bed - Double Bed,Yellow,Plastic,Bed,4,20,31725,2516,15,7958,29104.85,2020-04-04,2020,4,4
Arunima Mukherjee,"Lampur Border, Delhi - 110057",Dressing Table,Blue,Wood,Dressing Table,9,27,5991,4191,20,7387,8145.6,2022-02-19,2022,2,19
Banjeet Swamy,"Pitampura, Delhi - 110074",Cupboard,White,Glass,Cupboard,5,9,24855,4907,15,2098,25297.7,2024-06-09,2024,6,9
Ekalinga Kale,"Saket, Delhi - 110037",Mandir,Red,Board,Mandir,3,11,17112,4498,20,4259,17288.0,2022-12-29,2022,12,29
Keya Anand,"Holambi, Delhi - 110087",Dressing Table,White,Wood,Dressing Table,5,7,47189,1103,15,9566,41048.2,2020-09-26,2020,9,26
Yug Dar,"Lampur Border, Delhi - 110083",Cooler,Red,Plastic,Cooler,5,15,23555,4874,20,3303,22743.2,2024-03-28,2024,3,28
Veda Rajagopal,"Alipur, Delhi - 110035",Cupboard,Yellow,Plastic,Cupboard,1,21,19868,793,5,5047,19627.95,2024-08-01,2024,8,1
Vamakshi Gopal,"Lajpat Nagar, Delhi - 110023",Mattress,Green,Plastic,Mattress,4,18,39095,752,10,1900,35862.3,2022-09-10,2022,9,10
Hitesh Chander,"Janakpuri, Delhi - 110029",Mandir,Brown,Wood,Mandir,9,18,49203,2614,5,7644,49226.15,2025-01-10,2025,1,10
Hitesh Mitter,"Dwarka, Delhi - 110020",Dressing Table,Black,Glass,Dressing Table,7,26,15149,4031,10,4413,17262.0,2023-02-07,2023,2,7
Yuvraj Kale,"Singhu Border, Delhi - 110037",Mattress,Red,Glass,Mattress,4,14,13668,1445,5,7564,14357.35,2021-06-09,2021,6,9
Nimrat Divan,"Narela, Delhi - 110097",Sofa,Blue,Metal,Sofa,1,14,10220,2234,20,3591,9963.2,2023-01-20,2023,1,20
Jagrati Bhatia,"Lajpat Nagar, Delhi - 110068",Chair,Black,Iron,Chair,5,12,28587,2413,15,6186,26350.0,2020-12-14,2020,12,14
Kalpit Goel,"Vasant Kunj, Delhi - 110020",Cupboard,Brown,Metal,Cupboard,10,17,41830,3728,5,8577,43280.1,2020-09-19,2020,9,19
Pavani Gour,"Singhu Border, Delhi - 110079",Cooler,White,Plastic,Cooler,5,24,31478,540,10,7799,28816.2,2023-05-18,2023,5,18
Kalpit Maharaj,"Shalimar Bagh, Delhi - 110043",Mandir,Grey,Plastic,Mandir,2,16,25810,2784,15,4333,24304.9,2023-06-17,2023,6,17
Odika Lad,"Rohini, Delhi - 110088",Sofa,Yellow,Board,Sofa,3,20,17845,3429,15,2935,18082.9,2024-09-14,2024,9,14
Aarnav Brar,"Narela, Delhi - 110001",Cooler,Blue,Glass,Cooler,9,19,42681,2727,10,8134,40867.2,2021-07-08,2021,7,8
Geetika Baria,"Singhu Border, Delhi - 110083",Sofa,Black,Board,Sofa,9,28,14192,2335,10,7575,14874.3,2020-09-16,2020,9,16
Charan Tandon,"Pitampura, Delhi - 110075",Mattress,Green,Board,Mattress,8,15,16253,3725,20,559,15982.4,2021-10-20,2021,10,20
Aayush Krishna,"Saket, Delhi - 110083",Chair,Yellow,Board,Chair,9,27,35216,936,20,9787,28921.6,2024-08-06,2024,8,6
Vrinda Naidu,"Pitampura, Delhi - 110088",Cooler,Red,Plastic,Cooler,1,9,14785,1963,15,6228,14235.8,2024-10-22,2024,10,22
Darpan Khosla,"Pranshant Vihar, Delhi - 110058",Sofa,Black,Metal,Sofa,2,6,46512,1597,5,787,45703.55,2021-08-29,2021,8,29
Vansha Bhardwaj,"Holambi, Delhi - 110081",Chair,Green,Glass,Chair,6,23,34382,2137,5,6120,34693.05,2023-04-06,2023,4,6
Om Mital,"Pranshant Vihar, Delhi - 110037",Cupboard,White,Wood,Cupboard,7,19,26142,1594,15,2163,23575.6,2020-05-21,2020,5,21
Nisha Pau,"Vasant Kunj, Delhi - 110036",Cooler,White,Plastic,Cooler,8,27,39668,4895,20,8386,35650.4,2020-12-01,2020,12,1
Sai Pandya,"Pranshant Vihar, Delhi - 110004",Chair,White,Glass,Chair,9,23,49956,1499,10,5251,46309.5,2024-04-28,2024,4,28
Radha Dugar,"Dwarka, Delhi - 110045",Cooler,Red,Board,Cooler,1,16,9953,837,15,8116,9171.5,2022-01-30,2022,1,30
Turvi Agarwal,"Holambi, Delhi - 110030",Mandir,White,Metal,Mandir,1,10,48654,889,15,8580,42111.55,2020-05-18,2020,5,18
Pranit Chandran,"Dwarka, Delhi - 110083",Chair,White,Board,Chair,9,20,23517,4979,5,1749,27071.2,2021-05-11,2021,5,11
Pallavi Bali,"Singhu Border, Delhi - 110037",Mattress,Green,Glass,Mattress,9,10,38312,3255,5,2535,39488.65,2021-02-20,2021,2,20
Aarush Solanki,"Saket, Delhi - 110031",Mattress,Yellow,Glass,Mattress,6,19,22970,2773,5,7290,24455.85,2025-01-07,2025,1,7
Tripti Panchal,"Holambi, Delhi - 110031",Sofa,Yellow,Glass,Sofa,1,20,45120,531,10,3731,41085.9,2022-05-10,2022,5,10
Sanaya Krishnan,"Dwarka, Delhi - 110032",Mattress,Red,Glass,Mattress,1,15,7649,850,5,968,8074.05,2020-03-17,2020,3,17
Yutika Panchal,"Lampur Border, Delhi - 110076",Chair,Red,Iron,Chair,2,7,17054,2019,20,7609,15258.4,2022-06-29,2022,6,29
Brinda Rege,"Saket, Delhi - 110056",Cupboard,Yellow,Board,Cupboard,2,7,30314,4681,5,5907,33245.25,2023-03-26,2023,3,26
Garima Bora,"Vasant Kunj, Delhi - 110023",Cupboard,White,Glass,Cupboard,6,15,6969,3665,5,3517,10102.3,2021-08-17,2021,8,17
Harsh Deshpande,"Pranshant Vihar, Delhi - 110041",Sofa,Red,Board,Sofa,10,11,36313,1656,5,3538,36070.55,2024-03-03,2024,3,3
Deepa Badal,"Shalimar Bagh, Delhi - 110059",Mandir,Yellow,Plastic,Mandir,2,12,36108,2690,10,9743,34918.2,2021-11-11,2021,11,11
Chasmum Kota,"Singhu Border, Delhi - 110074",Cooler,White,Metal,Cooler,3,18,10922,4610,10,1754,13978.8,2024-03-28,2024,3,28
Sara Mitter,"Alipur, Delhi - 110049",Mattress,White,Wood,Mattress,4,22,32446,2633,20,3204,28063.2,2021-04-19,2021,4,19
Dipta Dayal,"Rohini, Delhi - 110009",Chair,Red,Iron,Chair,7,10,9955,4350,10,9298,12874.5,2021-11-24,2021,11,24
Udyati Nagarajan,"Pitampura, Delhi - 110090",Sofa,Red,Iron,Sofa,4,20,20640,1855,10,5362,20245.5,2023-10-26,2023,10,26
Brinda Hans,"Pranshant Vihar, Delhi - 110063",Cupboard,Grey,Board,Cupboard,9,12,23195,696,10,8838,21501.9,2020-12-24,2020,12,24
Eiravati Mutti,"Janakpuri, Delhi - 110017",Mattress,Green,Glass,Mattress,6,21,14632,541,15,6956,12897.05,2021-11-15,2021,11,15
Laban Viswanathan,"Rohini, Delhi - 110031",Bed - Single Bed,Red,Glass,Bed,7,27,14878,4258,10,6829,17222.4,2020-07-24,2020,7,24
Ekantika Ahluwalia,"Singhu Border, Delhi - 110092",Cupboard,Blue,Metal,Cupboard,2,10,49539,3139,10,5093,47410.2,2023-11-05,2023,11,5
Zayyan Kurian,"Pitampura, Delhi - 110028",Cupboard,Green,Metal,Cupboard,5,9,33906,3038,5,9134,35096.8,2023-07-04,2023,7,4
Owen Atwal,"Shalimar Bagh, Delhi - 110026",Dressing Table,White,Metal,Dressing Table,10,15,29823,3477,15,1101,28305.0,2024-03-22,2024,3,22
Jonathan Master,"Singhu Border, Delhi - 110009",Chair,Blue,Iron,Chair,7,16,25693,3558,10,8705,26325.9,2024-06-28,2024,6,28
Luke Krishna,"Alipur, Delhi - 110011",Cupboard,White,Iron,Cupboard,2,22,20764,2400,15,4252,19689.4,2023-08-09,2023,8,9
Tanay Sankaran,"Alipur, Delhi - 110023",Sofa,Red,Iron,Sofa,6,26,36189,2562,20,2439,31000.8,2020-12-22,2020,12,22
Ria Yohannan,"Janakpuri, Delhi - 110041",Sofa,Green,Metal,Sofa,7,12,47019,1705,15,8534,41415.4,2023-04-22,2023,4,22
Pahal Bhavsar,"Alipur, Delhi - 110074",Sofa,Brown,Metal,Sofa,10,24,7798,4790,10,1796,11329.2,2020-09-04,2020,9,4
Mitali Walla,"Saket, Delhi - 110085",Sofa,Blue,Board,Sofa,9,25,23816,3473,5,5606,25924.55,2023-09-17,2023,9,17
Aarav Basu,"Singhu Border, Delhi - 110002",Sofa,White,Board,Sofa,5,8,49165,4171,5,7733,50669.2,2024-01-14,2024,1,14
Balhaar Patla,"Lampur Border, Delhi - 110093",Cooler,Yellow,Glass,Cooler,5,9,17557,1464,15,7552,16167.85,2023-01-04,2023,1,4
Vritti Virk,"Alipur, Delhi - 110020",Sofa,Red,Iron,Sofa,7,25,37233,1094,20,1588,30661.6,2024-06-13,2024,6,13
Daksh Dhar,"Vasant Kunj, Delhi - 110042",Sofa,Red,Metal,Sofa,10,12,12901,3452,5,2221,15535.35,2024-10-30,2024,10,30
Balvan Garde,"Pitampura, Delhi - 110049",Chair,Blue,Board,Chair,7,22,49230,3522,15,4556,44839.2,2020-12-22,2020,12,22
Fiyaz Natarajan,"Pranshant Vihar, Delhi - 110093",Dressing Table,Green,Wood,Dressing Table,10,14,43428,1433,5,2148,42617.95,2020-05-23,2020,5,23
Lipika Walla,"Shalimar Bagh, Delhi - 110067",Mandir,Grey,Board,Mandir,4,9,49068,1188,10,6141,45230.4,2024-05-03,2024,5,3
Girik Dara,"Lampur Border, Delhi - 110010",Mandir,Red,Metal,Mandir,2,4,14563,1458,5,3922,15219.95,2024-11-12,2024,11,12
Ekaja Muni,"Narela, Delhi - 110074",Bed - Single Bed,Black,Metal,Bed,6,23,42812,2936,10,9726,41173.2,2023-08-27,2023,8,27
Henry Murty,"Vasant Kunj, Delhi - 110096",Dressing Table,White,Board,Dressing Table,2,12,12482,2787,15,1456,12978.65,2022-10-08,2022,10,8
Tarak Halder,"Singhu Border, Delhi - 110058",Mattress,Black,Wood,Mattress,7,19,46686,3942,20,1463,40502.4,2020-09-09,2020,9,9
Nandini Borra,"Vasant Kunj, Delhi - 110025",Bed - Single Bed,Green,Plastic,Bed,7,20,20250,4617,5,6783,23623.65,2022-10-31,2022,10,31
Laksh Vyas,"Shalimar Bagh, Delhi - 110037",Chair,Grey,Metal,Chair,8,11,44663,4337,5,6529,46550.0,2023-10-03,2023,10,3
Finn Krish,"Singhu Border, Delhi - 110033",Cooler,Blue,Metal,Cooler,1,4,16746,3265,5,2526,19010.45,2021-05-11,2021,5,11
Owen Sawhney,"Janakpuri, Delhi - 110098",Dressing Table,Blue,Plastic,Dressing Table,8,15,16652,3469,20,3816,16096.8,2024-09-21,2024,9,21
Rajeshri Sarin,"Dwarka, Delhi - 110098",Dressing Table,Red,Board,Dressing Table,9,18,19055,4047,20,4293,18481.6,2021-03-16,2021,3,16
Oscar Sawhney,"Shalimar Bagh, Delhi - 110080",Dressing Table,Blue,Wood,Dressing Table,7,20,20205,2133,20,893,17870.4,2022-09-21,2022,9,21
Adweta Tak,"Pitampura, Delhi - 110051",Cupboard,Brown,Glass,Cupboard,3,21,12703,694,20,2260,10717.6,2023-10-04,2023,10,4
Krisha Sankar,"Pranshant Vihar, Delhi - 110080",Dressing Table,Red,Plastic,Dressing Table,4,5,10652,4553,5,6408,14444.75,2021-05-23,2021,5,23
Atharv Kumar,"Janakpuri, Delhi - 110003",Sofa,Blue,Metal,Sofa,1,8,5551,2173,20,939,6179.2,2021-07-05,2021,7,5
Henry Dua,"Pranshant Vihar, Delhi - 110022",Chair,Blue,Metal,Chair,4,24,35444,4183,5,7917,37645.65,2022-08-13,2022,8,13
Ekapad Rajan,"Holambi, Delhi - 110081",Chair,Black,Board,Chair,8,13,40050,4477,15,7830,37847.95,2024-08-27,2024,8,27
Logan Minhas,"Lajpat Nagar, Delhi - 110041",Dressing Table,White,Metal,Dressing Table,6,16,21047,3399,20,1734,19556.8,2022-07-16,2022,7,16
Jack Prabhakar,"Lampur Border, Delhi - 110086",Mandir,Brown,Board,Mandir,5,17,36488,1714,20,2911,30561.6,2023-06-28,2023,6,28
Aachal Lala,"Lampur Border, Delhi - 110045",Mattress,Brown,Glass,Mattress,9,12,27533,1533,10,5646,26159.4,2024-09-30,2024,9,30
Joshua Loke,"Singhu Border, Delhi - 110005",Sofa,Red,Wood,Sofa,9,15,18859,1796,20,7034,16524.0,2021-01-11,2021,1,11
Ubika Morar,"Lampur Border, Delhi - 110076",Dressing Table,Red,Plastic,Dressing Table,9,13,46536,4295,10,5740,45747.9,2020-01-29,2020,1,29
Atharv Bhatia,"Lampur Border, Delhi - 110023",Mandir,Yellow,Metal,Mandir,6,9,6360,4613,10,6456,9875.7,2020-05-09,2020,5,9
Anamika Sibal,"Rohini, Delhi - 110063",Chair,White,Glass,Chair,8,22,40740,884,15,7743,35380.4,2024-04-06,2024,4,6
Nimrat Rao,"Lampur Border, Delhi - 110058",Dressing Table,Black,Glass,Dressing Table,3,14,7884,1906,20,2841,7832.0,2020-02-15,2020,2,15
Siya Thaman,"Karol Bagh, Delhi - 110001",Mattress,Grey,Glass,Mattress,1,17,32505,1149,20,7604,26923.2,2020-12-04,2020,12,4
Darpan Samra,"Karol Bagh, Delhi - 110069",Mattress,Grey,Wood,Mattress,1,5,11658,4471,15,1693,13709.65,2021-07-15,2021,7,15
Ikshita Devan,"Singhu Border, Delhi - 110072",Bed - Double Bed,Brown,Board,Bed,1,21,32024,4279,15,5699,30857.55,2022-06-26,2022,6,26
Sachi Palla,"Pitampura, Delhi - 110032",Chair,Green,Board,Chair,7,13,11314,2535,20,9251,11079.2,2020-08-16,2020,8,16
Ishani Sethi,"Karol Bagh, Delhi - 110017",Sofa,Black,Wood,Sofa,8,16,30454,4252,20,9210,27764.8,2021-06-19,2021,6,19
Alka Arora,"Alipur, Delhi - 110068",Dressing Table,Blue,Iron,Dressing Table,2,5,34871,1511,10,9216,32743.8,2020-12-13,2020,12,13
Omisha Sant,"Holambi, Delhi - 110073",Sofa,Red,Plastic,Sofa,6,19,26220,2490,10,5836,25839.0,2021-08-20,2021,8,20
Arunima Manne,"Alipur, Delhi - 110066",Mattress,Yellow,Metal,Mattress,3,18,26620,1316,5,5144,26539.2,2021-01-10,2021,1,10
Tanveer Dora,"Karol Bagh, Delhi - 110004",Dressing Table,Black,Wood,Dressing Table,4,20,43582,2813,15,5908,39435.75,2021-12-24,2021,12,24
Rajeshri Kar,"Janakpuri, Delhi - 110094",Mandir,Green,Iron,Mandir,5,17,45414,4321,20,1402,39788.0,2024-07-09,2024,7,9
Ishaan Rama,"Rohini, Delhi - 110093",Mandir,Green,Iron,Mandir,2,14,25835,3329,20,9078,23331.2,2023-08-18,2023,8,18
Advaith Patla,"Narela, Delhi - 110071",Cooler,Blue,Plastic,Cooler,3,5,47178,2788,20,938,39972.8,2022-09-25,2022,9,25
Krish Datta,"Saket, Delhi - 110046",Mandir,Brown,Plastic,Mandir,3,19,9848,1054,20,6609,8721.6,2020-10-10,2020,10,10
Vinaya Dua,"Pranshant Vihar, Delhi - 110040",Bed - Double Bed,Grey,Wood,Bed,6,7,29370,2675,20,5846,25636.0,2020-09-30,2020,9,30
Veer Nagar,"Dwarka, Delhi - 110059",Dressing Table,Blue,Glass,Dressing Table,5,7,30855,3666,20,5946,27616.8,2020-07-31,2020,7,31
Ayaan Buch,"Vasant Kunj, Delhi - 110066",Bed - Double Bed,Red,Metal,Bed,7,12,48286,946,20,4906,39385.6,2023-01-27,2023,1,27
Watika Sabharwal,"Pranshant Vihar, Delhi - 110014",Dressing Table,Yellow,Wood,Dressing Table,6,24,37517,2346,15,4412,33883.55,2023-04-18,2023,4,18
Aachal Mutti,"Narela, Delhi - 110049",Mattress,White,Iron,Mattress,5,24,27158,4989,15,5393,27324.95,2021-06-25,2021,6,25
Wakeeta Dixit,"Dwarka, Delhi - 110046",Mandir,Brown,Iron,Mandir,9,28,47772,4435,20,8099,41765.6,2024-08-10,2024,8,10
Wriddhish Dara,"Narela, Delhi - 110046",Cupboard,Blue,Glass,Cupboard,2,18,23111,3270,20,2378,21104.8,2020-04-28,2020,4,28
Urvi Talwar,"Singhu Border, Delhi - 110059",Dressing Table,White,Glass,Dressing Table,1,9,38616,795,20,5942,31528.8,2021-03-31,2021,3,31
Idika More,"Janakpuri, Delhi - 110022",Mandir,Blue,Wood,Mandir,8,25,43966,4466,10,4024,43588.8,2021-07-18,2021,7,18
Urvi Buch,"Karol Bagh, Delhi - 110067",Dressing Table,Blue,Iron,Dressing Table,6,21,20809,3953,10,9798,22285.8,2022-09-12,2022,9,12
Daksh Goel,"Vasant Kunj, Delhi - 110036",Mandir,Red,Iron,Mandir,5,14,39549,765,15,4624,34266.9,2020-04-12,2020,4,12
Balvan Nadkarni,"Lajpat Nagar, Delhi - 110014",Mandir,Blue,Metal,Mandir,6,24,33535,1295,15,9778,29605.5,2021-05-19,2021,5,19
Chavvi Deep,"Alipur, Delhi - 110035",Chair,Green,Iron,Chair,5,8,17187,4612,20,3222,17439.2,2024-01-02,2024,1,2
Jeet Handa,"Alipur, Delhi - 110029",Chair,Grey,Wood,Chair,2,22,42540,1835,20,6329,35500.0,2020-08-11,2020,8,11
Aradhana Lal,"Narela, Delhi - 110094",Mandir,Grey,Plastic,Mandir,6,9,32571,2393,10,4466,31467.6,2024-06-15,2024,6,15
Turvi Sarin,"Lajpat Nagar, Delhi - 110010",Mandir,Black,Wood,Mandir,1,2,11473,571,10,7563,10839.6,2022-03-22,2022,3,22
Oeshi Sachar,"Narela, Delhi - 110089",Mattress,Yellow,Wood,Mattress,2,15,36605,3444,5,3150,38046.55,2020-02-28,2020,2,28
Arin Vaidya,"Singhu Border, Delhi - 110059",Sofa,Blue,Board,Sofa,2,12,32390,1007,5,9389,31727.15,2020-03-16,2020,3,16
Anmol Mane,"Janakpuri, Delhi - 110002",Mattress,Yellow,Board,Mattress,9,13,35841,2310,5,8157,36243.45,2022-08-27,2022,8,27
Brijesh Ahluwalia,"Rohini, Delhi - 110047",Sofa,Yellow,Iron,Sofa,6,17,42324,4904,10,1816,42505.2,2020-09-25,2020,9,25
Ethan Master,"Lampur Border, Delhi - 110011",Cooler,White,Glass,Cooler,9,14,9425,3050,20,3098,9980.0,2024-01-07,2024,1,7
Advika Patla,"Lampur Border, Delhi - 110089",Sofa,Red,Metal,Sofa,10,27,40957,4873,5,605,43538.5,2024-09-03,2024,9,3
Hardik Sodhi,"Karol Bagh, Delhi - 110086",Cupboard,Black,Metal,Cupboard,2,16,15183,3841,10,6299,17121.6,2024-07-29,2024,7,29
Jhalak Bera,"Narela, Delhi - 110072",Chair,Red,Glass,Chair,6,18,20976,2446,20,5350,18737.6,2024-03-15,2024,3,15
Inaya Warrior,"Pitampura, Delhi - 110098",Cooler,Green,Wood,Cooler,3,18,31489,3085,5,8743,32845.3,2023-10-21,2023,10,21
Jack Som,"Lajpat Nagar, Delhi - 110008",Cupboard,Yellow,Glass,Cupboard,2,13,44500,3252,15,7114,40589.2,2022-07-22,2022,7,22
Triya Narasimhan,"Singhu Border, Delhi - 110067",Bed - Single Bed,Green,Wood,Bed,9,14,30495,841,10,7244,28202.4,2021-08-04,2021,8,4
Balvan Bhagat,"Pitampura, Delhi - 110029",Bed - Single Bed,Green,Plastic,Bed,8,23,49229,3431,15,2228,44761.0,2022-02-15,2022,2,15
Jeevika Lalla,"Shalimar Bagh, Delhi - 110003",Sofa,Brown,Plastic,Sofa,1,14,27032,4503,20,4288,25228.0,2020-09-18,2020,9,18
Jyoti Soman,"Shalimar Bagh, Delhi - 110024",Mattress,White,Metal,Mattress,10,20,5120,2206,20,9327,5860.8,2022-03-05,2022,3,5
Tamanna Chanda,"Rohini, Delhi - 110092",Dressing Table,Blue,Plastic,Dressing Table,2,22,6375,2561,15,931,7595.6,2020-03-13,2020,3,13
Varenya Ganguly,"Janakpuri, Delhi - 110071",Mattress,Black,Glass,Mattress,10,21,41625,4713,15,8849,39387.3,2024-01-05,2024,1,5
Timothy Kunda,"Janakpuri, Delhi - 110040",Cupboard,Grey,Glass,Cupboard,3,6,33355,1688,10,911,31538.7,2020-02-20,2020,2,20
Harshil Gour,"Karol Bagh, Delhi - 110059",Dressing Table,Blue,Plastic,Dressing Table,1,16,44111,1623,15,8343,38873.9,2022-06-19,2022,6,19
Aditya Dube,"Pitampura, Delhi - 110023",Sofa,Green,Glass,Sofa,1,3,21296,662,20,6095,17566.4,2020-10-24,2020,10,24
Maanav Srinivasan,"Shalimar Bagh, Delhi - 110037",Sofa,Green,Plastic,Sofa,8,26,5632,2408,15,2917,6834.0,2022-12-28,2022,12,28
Ekaja Tailor,"Dwarka, Delhi - 110052",Cooler,Yellow,Metal,Cooler,4,5,40839,3929,15,3329,38052.8,2024-07-06,2024,7,6
Orinder Sachdev,"Alipur, Delhi - 110003",Mattress,Blue,Board,Mattress,8,22,19281,2954,15,7771,18899.75,2021-10-04,2021,10,4
Bishakha Char,"Pitampura, Delhi - 110087",Bed - Single Bed,Blue,Wood,Bed,7,21,10677,4834,20,3142,12408.8,2022-06-12,2022,6,12
Watika Yohannan,"Shalimar Bagh, Delhi - 110094",Cooler,Red,Iron,Cooler,9,23,15971,3179,10,1771,17235.0,2024-12-28,2024,12,28
Dakshesh Sharaf,"Holambi, Delhi - 110013",Cooler,Green,Wood,Cooler,8,28,49045,1324,20,9216,40295.2,2021-09-09,2021,9,9
Bina Gopal,"Janakpuri, Delhi - 110090",Dressing Table,Yellow,Metal,Dressing Table,5,21,12868,4039,20,8225,13525.6,2024-01-07,2024,1,7
Shravya Pal,"Lampur Border, Delhi - 110053",Sofa,Black,Iron,Sofa,5,9,29279,3871,5,3659,31492.5,2024-08-23,2024,8,23
Jhalak Ratta,"Shalimar Bagh, Delhi - 110010",Bed - Single Bed,Green,Wood,Bed,2,10,6044,1160,15,8055,6123.4,2023-02-26,2023,2,26
Fariq Mangat,"Dwarka, Delhi - 110040",Mattress,Grey,Plastic,Mattress,6,11,23391,533,15,3789,20335.4,2022-05-25,2022,5,25
Neelima Bhatt,"Shalimar Bagh, Delhi - 110020",Mandir,Grey,Glass,Mandir,3,10,33331,4310,5,2629,35758.95,2021-12-05,2021,12,5
Faqid Shroff,"Vasant Kunj, Delhi - 110023",Bed - Double Bed,Green,Iron,Bed,7,27,28723,1471,15,8221,25664.9,2024-05-05,2024,5,5
Lakshit Nanda,"Holambi, Delhi - 110001",Sofa,Yellow,Metal,Sofa,9,29,46263,4535,5,2406,48258.1,2022-05-24,2022,5,24
Garima Barad,"Alipur, Delhi - 110002",Cupboard,White,Glass,Cupboard,8,22,49465,1555,20,7242,40816.0,2020-02-21,2020,2,21
Alexander Rao,"Singhu Border, Delhi - 110058",Chair,Red,Iron,Chair,8,26,12854,659,5,3752,12837.35,2023-05-03,2023,5,3
Rachita Dasgupta,"Narela, Delhi - 110091",Mandir,Red,Wood,Mandir,5,8,49339,4241,5,9954,50901.0,2023-03-09,2023,3,9
Aryan Rai,"Shalimar Bagh, Delhi - 110049",Cupboard,Green,Plastic,Cupboard,7,8,18611,3909,15,2366,19142.0,2024-12-14,2024,12,14
Shravya Saxena,"Janakpuri, Delhi - 110018",Sofa,Red,Wood,Sofa,3,9,28213,685,15,2682,24563.3,2022-11-04,2022,11,4
Aarna Gade,"Karol Bagh, Delhi - 110090",Sofa,Brown,Plastic,Sofa,2,17,20669,2038,10,531,20436.3,2023-05-26,2023,5,26
Kalpit Bahri,"Singhu Border, Delhi - 110005",Mandir,Brown,Board,Mandir,9,21,36692,3817,5,4687,38483.55,2022-03-22,2022,3,22
Odika Palla,"Rohini, Delhi - 110088",Dressing Table,Red,Glass,Dressing Table,8,15,28104,2009,5,5448,28607.35,2021-09-11,2021,9,11
Abhimanyu Savant,"Singhu Border, Delhi - 110028",Mattress,Blue,Plastic,Mattress,2,8,44553,2990,20,9394,38034.4,2024-10-21,2024,10,21
Imaran Natt,"Alipur, Delhi - 110026",Chair,Brown,Metal,Chair,5,20,21548,4700,10,2092,23623.2,2020-06-28,2020,6,28
Frederick Chaudhari,"Shalimar Bagh, Delhi - 110016",Chair,Brown,Plastic,Chair,3,15,35479,1248,5,4191,34890.65,2021-04-17,2021,4,17
Daniel Oza,"Narela, Delhi - 110072",Bed - Double Bed,Black,Wood,Bed,5,8,48035,4102,5,3279,49530.15,2020-05-25,2020,5,25
Girindra Chandran,"Holambi, Delhi - 110050",Chair,Red,Wood,Chair,10,20,17370,3241,5,1929,19580.45,2023-10-18,2023,10,18
Chatura Gandhi,"Janakpuri, Delhi - 110089",Sofa,Grey,Plastic,Sofa,5,19,27903,2558,10,7436,27414.9,2024-12-23,2024,12,23
Udarsh Sarraf,"Lampur Border, Delhi - 110039",Dressing Table,Green,Metal,Dressing Table,7,15,26066,1654,5,4381,26334.0,2020-04-07,2020,4,7
Ekansh Khanna,"Holambi, Delhi - 110061",Cupboard,Black,Board,Cupboard,6,7,25425,985,5,6208,25089.5,2020-11-03,2020,11,3
Lohit Sha,"Pranshant Vihar, Delhi - 110090",Cupboard,Brown,Metal,Cupboard,3,21,34337,2501,20,1781,29470.4,2024-11-03,2024,11,3
Damyanti Ravel,"Lampur Border, Delhi - 110043",Bed - Single Bed,Blue,Metal,Bed,4,10,38690,4182,10,742,38584.8,2020-09-02,2020,9,2
Indali Sem,"Singhu Border, Delhi - 110071",Dressing Table,Yellow,Glass,Dressing Table,5,20,34303,2736,10,9297,33335.1,2024-11-11,2024,11,11
Ikbal Borra,"Saket, Delhi - 110022",Mattress,Grey,Plastic,Mattress,4,20,43626,1727,15,9946,38550.05,2024-08-25,2024,8,25
Tara Sur,"Narela, Delhi - 110001",Cupboard,Yellow,Glass,Cupboard,10,11,45386,1236,15,5103,39628.7,2022-06-02,2022,6,2
Brinda Som,"Pitampura, Delhi - 110027",Mandir,White,Glass,Mandir,8,26,21173,4913,5,6384,24781.7,2024-03-03,2024,3,3
Matthew Lad,"Narela, Delhi - 110007",Sofa,Black,Metal,Sofa,2,18,6051,1449,15,8590,6375.0,2021-07-17,2021,7,17
Chaaya Varghese,"Pranshant Vihar, Delhi - 110069",Cooler,Brown,Iron,Cooler,2,22,44180,1810,15,6615,39091.5,2022-01-12,2022,1,12
Samesh Magar,"Pranshant Vihar, Delhi - 110039",Sofa,Grey,Wood,Sofa,8,13,25940,1399,10,8240,24605.1,2022-05-03,2022,5,3
